peaks,gaussian peaks,lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
2895.0,2894.892578125,6198.26,Xe,1.0,4MOST & NIST,22.00667190551757,100,6198.256+,0.002,,0.004
2903.0,2903.078125,6200.892,Xe,1.0,4MOST & NIST,13.777100563049316,60,6200.889+,0.002,,0.003
3087.0,3086.827880859375,6261.212,Xe,1.0,4MOST & NIST,13.073492050170898,50,6261.211+,0.002,,0.001
3163.0,3162.883544921875,6286.011,Xe,1.0,4MOST & NIST,12.534650802612305,100,6286.00+,0.002,,0.01
3183.0,3183.178466796875,6292.649,Xe,1.0,4MOST & NIST,13.052131652832031,50,6292.649+,0.002,,0.0
3261.0,3261.776611328125,6318.062,Xe,1.0,4MOST & NIST,93.54012298583984,500,6318.063+,0.002,,-0.001
3729.0,3729.544189453125,6469.705,Xe,1.0,4MOST & NIST,66.163330078125,300,6469.705+,0.002,,0.0
3739.0,3738.670166015625,6472.841,Xe,1.0,4MOST & NIST,35.60142517089844,150,6472.843+,0.002,,-0.002
3784.0,3784.56396484375,6487.765,Xe,1.0,4MOST & NIST,37.61418533325195,120,6487.765+,0.002,,0.0
3819.0,3818.59619140625,6498.717,Xe,1.0,4MOST & NIST,28.49544906616211,100,6498.717+,0.002,,0.0
3836.0,3835.632080078125,6504.18,Xe,1.0,4MOST & NIST,23.857608795166016,200h,6504.17+,0.01,,0.01
3926.0,3926.265869140625,6533.159,Xe,1.0,4MOST & NIST,18.43986892700196,100,6533.156+,0.002,,0.003
3992.0,3991.83740234375,6554.196,Xe,1.0,4MOST & NIST,12.483025550842283,50hl,6554.185+,0.002,,0.011
4121.0,4120.4990234375,6595.561,Xe,1.0,4MOST & NIST,31.772968292236328,100,6595.559+,0.002,,0.002
4237.0,4236.35302734375,6632.464,Xe,1.0,4MOST & NIST,17.275928497314453,50,6632.466+,0.002,,-0.002
4345.0,4345.3603515625,6666.965,Xe,1.0,4MOST & NIST,23.6741943359375,60,6666.963+,0.002,,0.002
4352.0,4351.14599609375,6668.92,Xe,1.0,4MOST & NIST,79.0903091430664,150,6668.923+,0.002,,-0.003
4538.0,4537.43408203125,6728.008,Xe,1.0,4MOST & NIST,126.14273071289062,200,6728.006+,0.002,,0.002
4696.0,4696.47900390625,6778.06591796875,Xe,,4MOST,13.119729042053224,,,,,
4854.0,4854.099609375,6827.315,Xe,1.0,4MOST & NIST,95.47930908203124,200,6827.313+,0.002,,0.002
4915.0,4915.876953125,6846.613,Xe,1.0,4MOST & NIST,34.60294723510742,60,6846.613+,0.002,,0.0
4980.0,4980.046875,6866.838,Xe,1.0,4MOST & NIST,18.87013053894043,50,6866.842+,0.002,,-0.004
4996.0,4996.96142578125,6872.107,Xe,1.0,4MOST & NIST,73.48430633544922,100,6872.105+,0.002,,0.002
5029.0,5029.52734375,6882.155,Xe,1.0,4MOST & NIST,208.6566772460937,300,6882.154+,0.002,,0.001
5170.0,5169.26416015625,6925.53,Xe,1.0,4MOST & NIST,19.85847854614257,100,6925.518+,0.01,,0.012
5333.0,5333.03955078125,6976.182,Xe,1.0,4MOST & NIST,20.588563919067383,100,6976.182+,0.002,,0.0
