lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
4744.693,Cd,2.0,NIST,,30*,4744.76+,,,-0.06
4799.9123,Cd,1.0,4MOST & NIST,35276.9765625,300,4799.9121,,,0.0002
4881.725,Cd,2.0,NIST,,50,4881.72+,,,0.0
4918.85,Cd,2.0,NIST,,20,4918.84+,,,0.01
5025.5,Cd,2.0,NIST,,50,5025.48+,,,0.02
5085.8217,Cd,1.0,4MOST & NIST,38488.83203125,1000w,5085.8214,,,0.0003
5154.6605,Cd,1.0,4MOST & NIST,128.18936157226562,6,5154.6618,,,-0.0013
5268.007,Cd,2.0,NIST,,100,5268.03+,,,-0.02
5271.6,Cd,2.0,NIST,,100*,5271.63+,,,-0.03
5271.6,Cd,2.0,NIST,,100*,5271.63+,,,-0.03
5337.4855,Cd,2.0,NIST,,1000,5337.48+,,,0.0
5378.1351,Cd,2.0,NIST,,1000,5378.13+,,,0.0
5381.887,Cd,2.0,NIST,,200,5381.88+,,,0.0
5843.305,Cd,2.0,NIST,,40,5843.28+,,,0.03
5880.22,Cd,2.0,NIST,,50,5880.21+,,,0.01
6099.1421,Cd,1.0,4MOST & NIST,11.141141891479492,300.0,6099.142,,,0.0
6111.495,Cd,1.0,NIST,,100,6111.495,,,0.0
6325.1661,Cd,1.0,4MOST & NIST,37.852317810058594,100.0,6325.1689,,,-0.0028
6330.0133,Cd,1.0,4MOST & NIST,11.62611961364746,30.0,6330.0149,,,-0.0016
6354.724,Cd,2.0,NIST,,400,6354.80+,,,-0.07
6359.982,Cd,2.0,NIST,,500*,6360.04+,,,-0.06
6359.982,Cd,2.0,NIST,,500*,6360.04+,,,-0.06
6438.4695,Cd,1.0,4MOST & NIST,6482.0244140625,2000.0,6438.4695,,,0.0
6464.936,Cd,2.0,NIST,,400,6464.98+,,,-0.04
6567.648,Cd,2.0,NIST,,25,6567.67+,,,-0.02
6725.7875,Cd,2.0,NIST,,500,6725.82+,,,-0.03
6759.189,Cd,2.0,NIST,,100,6759.24+,,,-0.06
6778.1157,Cd,1.0,NIST,,30,6778.116,,,0.0
6965.30029296875,Cd,,4MOST,16.789289474487305,,,,,
,Cd,2.0,NIST,,,3300.312+,,,
,Cd,2.0,NIST,,,3403.812+,,,
,Cd,2.0,NIST,,,3404.222+,,,
,Cd,2.0,NIST,,,4357.71+,,,
,Cd,2.0,NIST,,,4414.43+,,,
,Cd,2.0,NIST,,,5277.8+,,,
